INSTNM,SAT_AVG_ALL,UGDS,UGDS_WHITE,MD_EARN_WNE_P10
Eastern Center for Arts and Technology,NULL,50,0.38,49100
Empire Beauty School-Center City Philadelphia,NULL,292,0.0137,17200
Centro de Estudios Multidisciplinarios-Humacao,NULL,656,0,18500
Colegio Mayor de Tecnologia Inc,NULL,140,0,14900
Institucion Chaviano de Mayaguez,NULL,73,0,PrivacySuppressed
EDIC College,NULL,1245,0,16600
Liceo de Arte-Dise-O y Comercio,NULL,270,0,15300
Universal Technology College of Puerto Rico,NULL,374,0,16000
Academy of Hair Technology,NULL,99,0.6162,14500
Mr Wayne's School of Unisex Hair Design,NULL,45,0.9333,PrivacySuppressed
The Center for Cosmetology Education,NULL,34,0.5588,17100
Queen City College,NULL,88,0.2273,18000
College of the Marshall Islands,NULL,989,0.002,PrivacySuppressed
ITT Technical Institute-San Antonio,NULL,419,0.2363,38800
Remington College-Fort Worth Campus,NULL,492,0.3191,26300
University of Cosmetology Arts & Sciences-San Antonio Jamar,NULL,42,0.0476,14300
School of Automotive Machinists & Technology,NULL,212,0.75,51500
SW School of Business and Technical Careers-Cosmetology,NULL,49,0.1837,PrivacySuppressed
SW School of Business and Technical Careers,NULL,76,0.1184,15400
Texas College of Cosmetology-Abilene,NULL,65,0.7538,16500
Vista College-Online,NULL,345,0.2899,24700
Centura College-Newport News,NULL,189,0.2328,23200
Centura College-Norfolk,NULL,201,0.1443,23200
Virginia Beach City Public Schools School of Practical Nursing,NULL,36,0.5,NULL
Northwest College of Art & Design,NULL,100,0.8,28300
University of Washington-Bothell Campus,1223,4660,0.4189,54800
University of Washington-Tacoma Campus,1223,3884,0.432,54800
Valley College-Beckley,NULL,396,0.8409,17700
Valley College-Martinsburg,NULL,240,0.6917,22800
Valley College-Princeton,NULL,134,0.8582,17100
Bellus Academy-Poway,NULL,300,0.5167,18100
Capstone College,NULL,34,0.2059,26900
Central Coast College,NULL,157,0.0701,30200
ITT Technical Institute-Torrance,NULL,572,0.0892,38800
Pacific College of Oriental Medicine-San Diego,NULL,135,0.4667,18700
Artistic Nails and Beauty Academy-Tampa,NULL,154,0.0714,PrivacySuppressed
National Aviation Academy of Tampa Bay,NULL,590,0.5508,40700
Cain's Barber College Inc,NULL,75,0,14900
Madison Oneida BOCES-Practical Nursing Program,NULL,53,0.1132,29600
Astrodome Career Centers,NULL,50,0.02,NULL
Center for Advanced Legal Studies,NULL,212,0.4151,40600
Houston Training School-Main Campus,NULL,173,0.0058,16400
Remington College-Houston Campus,NULL,80,0.075,26300
Bay Mills Community College,NULL,534,0.4363,22800
Fond du Lac Tribal and Community College,NULL,841,0.6147,28000
Northwest Indian College,NULL,622,0.0225,25900
Provo College,NULL,355,0.6958,22200
Paul Mitchell the School-Provo,NULL,96,0.7708,19900
University of Phoenix-Utah,NULL,468,0.5107,48400
Utah College of Massage Therapy-Salt Lake City,NULL,319,0.6771,24500
CET-Coachella,NULL,133,0.0301,22000
CET-Oxnard,NULL,174,0.0747,22000
CET-Santa Maria,NULL,174,0.046,22000
Colorado School of Traditional Chinese Medicine,NULL,NULL,NULL,NULL
Massage Therapy Institute of Colorado,NULL,66,0.8485,PrivacySuppressed
Michigan College of Beauty-Troy,NULL,265,0.5396,17100
Ogle School Hair Skin Nails-Dallas,NULL,171,0.117,19900
Phoenix Seminary,NULL,NULL,NULL,NULL
Faust Institute of Cosmetology-Spirit Lake,NULL,11,0.9091,PrivacySuppressed
Seattle Vocational Institute,NULL,208,0.1442,31600
Cheeks International Academy of Beauty Culture-Fort Collins,NULL,36,0.6111,15900
Cheeks International Academy of Beauty Culture-Greeley,NULL,21,0.381,15900
Colorado School of Healing Arts,NULL,132,0.803,28500
Healing Arts Institute,NULL,55,0.9091,NULL
ITT Technical Institute-San Bernardino,NULL,622,0.2203,38800
Los Angeles ORT College-Van Nuys Campus,NULL,311,0.6334,20200
University of Phoenix-Puerto Rico,NULL,190,0.0105,48400
Mt. Diablo Adult Education-Mt. Diablo USD,NULL,135,0.3852,26600
Royale College of Beauty,NULL,81,0.4815,15600
Westech College,NULL,357,0.1429,25500
Greater Lowell Technical School,NULL,79,0.4937,49200
Academy of Hair Design-Pearl,NULL,49,0.7755,PrivacySuppressed
King's College,NULL,380,0.3684,27200
Miller-Motte Technical College-Clarksville,NULL,334,0.5689,23000
Genesis Career College-Lebanon,NULL,201,0.8109,13900
Brightwood College-Dallas,NULL,433,0.1547,31400
Star College of Cosmetology 2,NULL,77,0.5584,14600
Southwest Collegiate Institute for the Deaf,NULL,111,0.2883,29200
Fortis College-Richmond,NULL,419,0.1695,23500
Midwest College of Oriental Medicine-Racine,NULL,14,0.8571,PrivacySuppressed
Hacienda La Puente Adult Education,NULL,3829,0.2458,23000
La Belle Beauty Academy,NULL,446,0.0224,13600
Advanced Technical Centers,NULL,30,0.0333,PrivacySuppressed
Hawaii Community College,NULL,2354,0.1355,27100
Regency Beauty Institute-Winston-Salem,NULL,63,0.2222,13800
Robert Fiance Beauty Schools-North Plainfield,NULL,191,0.3351,17100
Long Island Beauty School-Hauppauge,NULL,227,0.7533,18800
Buckeye Joint Vocational School,NULL,90,0.9556,28300
Sandusky Career Center,NULL,77,0.6883,PrivacySuppressed
Greater Altoona Career & Technology Center,NULL,287,0.9582,27100
Northeastern Hospital School of Nursing,NULL,28,0.6071,PrivacySuppressed
Central Texas Beauty College-Temple,NULL,143,0.6783,16900
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,NULL,128,0.5156,31100
Empire Beauty School-Brooklyn,NULL,142,0.169,16900
Houston Training School-Gulfgate,NULL,200,0,16400
Star Career Academy-Philadelphia,NULL,805,0.1627,31600
Antonelli College-Hattiesburg,NULL,184,0.2772,21100
Eastern New Mexico University-Ruidoso Campus,947,317,0.4353,29300
United Education Institute-Ontario,NULL,397,0.1134,NULL
United Education Institute-Encino,NULL,606,0.132,NULL
Beacon College,NULL,274,0.6971,PrivacySuppressed
Acupuncture and Integrative Medicine College-Berkeley,NULL,NULL,NULL,PrivacySuppressed
Estrella Mountain Community College,NULL,7803,0.3027,32400
Heartland Community College,NULL,4221,0.7266,26300
University of the Potomac-Washington DC Campus,NULL,146,0.1918,46400
Rabbi Jacob Joseph School,NULL,98,0.9898,NULL
Sanford-Brown Institute-Ft Lauderdale,NULL,238,0.084,27600
The Salon Professional Academy-Melbourne,NULL,86,0.7558,16200
Fortis Institute-Scranton,NULL,373,0.7426,21300
Milan Institute of Cosmetology-Amarillo,NULL,100,0.19,16000
Everglades University,NULL,1296,0.5795,41300
Seminar L'moros Bais Yaakov,NULL,337,0.997,17400
Herzing University-Winter Park,NULL,442,0.31,40300
Emil Fries Piano Hospital and Training Center,NULL,5,0.8,NULL
Fairview Beauty Academy,NULL,51,0.3922,PrivacySuppressed
Florida College of Natural Health-Pompano Beach,NULL,206,0.3544,24500
National College-Nashville,NULL,498,0.1024,24100
College of Biblical Studies-Houston,NULL,402,0.1592,39900
Inner State Beauty School,NULL,112,0.0893,17500
Virginia College-Pensacola,NULL,283,0.4134,24400
Mid-EastCTC-Adult Education,NULL,323,0.8762,31600
Everest University-South Orlando,NULL,8886,0.319,24400
Polaris Career Center,NULL,173,0.8266,PrivacySuppressed
P&A Scholars Beauty School,NULL,316,0.0032,PrivacySuppressed
ASM Beauty World Academy,NULL,166,0.1024,14700
The Salter School-Tewksbury Campus,NULL,168,0.4702,27100
Sharps Academy of Hair Styling,NULL,41,0.8049,12100
College of Health Care Professions-Northwest,NULL,1246,0.2103,28200
School of Professional Horticulture New York Botanical Garden,NULL,17,0.6471,NULL
Fortis College-Houston,NULL,210,0.0857,27200
Volunteer Beauty Academy-Madison,NULL,39,0.3077,16600
Watkins College of Art Design & Film,1003,271,0.6937,33400
Chicago ORT Technical Institute,NULL,77,0.4286,NULL
Alhambra Beauty College,NULL,72,0.0139,16100
UEI College-Gardena,NULL,762,0.0512,PrivacySuppressed
Asian-American International Beauty College,NULL,452,0.0022,10900
Avance Beauty College,NULL,40,0,PrivacySuppressed
Colton-Redlands-Yucaipa Regional Occupational Program,NULL,52,0.1731,NULL
Copper Mountain Community College,NULL,1406,0.5235,27300
Diversified Vocational College,NULL,738,0.0474,20900
Bristol University,NULL,197,0.1675,PrivacySuppressed
UEI College-Fresno,NULL,868,0.1083,21700
Mt Sierra College,NULL,356,0.1742,39500
Santiago Canyon College,NULL,10381,0.3648,PrivacySuppressed
Southern California Institute of Technology,NULL,559,0.2308,27500
Soka University of America,1229,432,0.2037,PrivacySuppressed
Summit College,NULL,814,0.1511,26700
Advance Beauty College,NULL,365,0.0384,12800
World Mission University,NULL,137,0,PrivacySuppressed
Yo San University of Traditional Chinese Medicine,NULL,NULL,NULL,NULL
Coast Career Institute,NULL,264,0.0341,NULL
Cannella School of Hair Design-Blue Island,NULL,45,0,14900
John Amico School of Hair Design,NULL,204,0.0686,NULL
Delta College Inc,NULL,190,0.7316,19600
Colorado Technical University-Sioux Falls,NULL,27,0.7778,49000
Southwest University of Visual Arts-Albuquerque,NULL,111,0.2162,28500
Tri-State Cosmetology Institute,NULL,158,0.0759,15100
Widener University-Commonwealth Law School,1032,NULL,NULL,53200
Volunteer Beauty Academy-Nashville,NULL,29,0.2069,16000
Frontier Community College,NULL,341,0.9326,27300
Lincoln Trail College,NULL,546,0.8755,31600
Wabash Valley College,NULL,691,0.8929,28200
American Institute of Interior Design,NULL,25,0.88,NULL
Brookline College-Tempe,NULL,399,0.1729,21900
Inter American University of Puerto Rico-School of Optometry,NULL,NULL,NULL,19100
Schiller International University,NULL,28,0.25,PrivacySuppressed
Vatterott College-Springfield,NULL,359,0.8301,28300
Vatterott College-Joplin,NULL,287,0.77,28300
Vatterott College-Kansas City,NULL,425,0.6141,28300
Coconino Community College,NULL,2827,0.5575,27700
Sanford-Brown College-Houston,NULL,317,0.0347,27600
Sanford-Brown Institute-Jacksonville,NULL,196,0.2653,27900
Sanford-Brown College-Dallas,NULL,237,0.1477,31000
Emma's Beauty Academy-Juana Diaz,NULL,437,0,13300
Franklin Academy,NULL,22,0.8636,16100
Columbia Central University-Yauco,NULL,371,0,19300
Pima Medical Institute-Denver,NULL,808,0.5124,27700
ASA College,NULL,4503,0.0422,24600
Ohio State School of Cosmetology-Heath,NULL,155,0.7419,24800
Nationwide Beauty Academy,NULL,82,0.7561,19500
Yeshivas Novominsk,NULL,144,0.9931,PrivacySuppressed
Southern Careers Institute-Corpus Christi,NULL,382,0.2068,20500
Kiamichi Technology Center-Stigler,NULL,21,0.619,22700
Rabbinical College of Ohr Shimon Yisroel,NULL,194,1,12400
Carroll Community College,NULL,3148,0.8571,31200
University of Phoenix-New Mexico,NULL,811,0.0937,48400
Galen College of Nursing-Tampa Bay,NULL,840,0.65,38200
Galen College of Nursing-San Antonio,NULL,1129,0.3791,38200
Sarasota School of Massage Therapy,NULL,109,0.6881,23500
Schuyler Steuben Chemung Tioga Allegany BOCES,NULL,156,0.9487,27500
Delaware Chenango Madison Otsego BOCES-Practical Nursing Program,NULL,22,0.8636,34400
DCI Career Institute,NULL,97,0.8351,24400
Central Susquehanna Intermediate Unit LPN Career,NULL,86,0.9302,37400
Myotherapy College of Utah,NULL,80,0.775,18300
Graham Webb International Academy of Hair,NULL,129,0.4341,34800
City College-Gainesville,NULL,383,0.4151,26100
Arizona State University-West,1143,3223,0.5051,45400
Connecticut Center for Massage Therapy-Westport,NULL,162,0.4691,30500
ITT Technical Institute-Jacksonville,NULL,616,0.3994,38800
G Skin & Beauty Institute,NULL,265,0.4264,28200
Cosmetology Training Center,NULL,101,0.9604,15200
Stage One-The Hair School,NULL,89,0.8876,15700
Empire Beauty School-Malden,NULL,152,0.4276,17800
Minnesota School of Business-Brooklyn Center,NULL,80,0.3,32700
ITT Technical Institute-Omaha,NULL,312,0.5673,38800
Omaha School of Massage and Healthcare of Herzing University,NULL,103,0.7767,40300
Xenon International Academy-Omaha,NULL,194,0.8247,22300
Capri Institute of Hair Design-Brick,NULL,158,0.7342,17900
Capri Institute of Hair Design-Kenilworth,NULL,128,0.2734,24900
Capri Institute of Hair Design-Paramus,NULL,143,0.6783,24900
Orlo School of Hair Design and Cosmetology,NULL,73,0.8493,19700
Delaware Area Career Center,NULL,73,0.7397,PrivacySuppressed
Eastland-Fairfield Career and Technical Schools,NULL,185,0.8054,29500
Empire Beauty School-Cincinnati,NULL,166,0.2169,26600
Mahoning County Career and Technical Center,NULL,129,0.8527,PrivacySuppressed
Pickaway Ross Joint Vocational School District,NULL,258,0.9457,26400
Pioneer Career and Technology Center,NULL,11,0.9091,PrivacySuppressed
Raphael's School of Beauty Culture Inc-Boardman,NULL,96,0.6146,PrivacySuppressed
Scioto County Career Technical Center,NULL,198,0.9646,27600
Trumbull Career & Technical Center,NULL,111,0.8829,26000
Northwest Technology Center-Fairview,NULL,6,0.8333,18800
Lake Erie College of Osteopathic Medicine,NULL,NULL,NULL,NULL
University of Cosmetology Arts & Sciences-Harlingen,NULL,176,0.017,14800
Gene Juarez Academy of Beauty-Federal Way,NULL,242,0.6405,23700
Empire Beauty School-Green Bay,NULL,52,0.4808,19100
Warren County Career Center,NULL,229,0.8734,PrivacySuppressed
Brown Mackie College-Fort Wayne,NULL,343,0.7318,29600
Paul Mitchell the School-Wichita,NULL,119,0.5798,19300
Pinnacle Institute of Cosmetology,NULL,53,0.7547,PrivacySuppressed
Career Training Academy-Monroeville,NULL,117,0.7521,22900
Southern Careers Institute-Pharr,NULL,524,0.0076,20500
Laurel Technical Institute,NULL,101,0.9109,NULL
Florida National University-Main Campus,NULL,1742,0.0189,21900
Georgia Institute of Cosmetology,NULL,297,0.4108,15800
Nouvelle Institute,NULL,109,0,13900
ITT Technical Institute-Fort Lauderdale,NULL,532,0.1523,38800
Franklin Technology-MSSU,NULL,167,0.7964,24600
Professional Technical Institution Inc,NULL,244,0,19400
Erikson Institute,NULL,NULL,NULL,NULL
South Texas College,NULL,19067,0.0283,28200
Pike County Joint Vocational School District,NULL,34,1,NULL
Lorain County Joint Vocational School District,NULL,158,0.8291,22900
Roger Williams University School of Law,NULL,NULL,NULL,48900
California State University-Monterey Bay,NULL,6408,0.3056,42200
Heritage College-Oklahoma City,NULL,492,0.6423,21300
Brown Mackie College-Atlanta,NULL,574,0.0557,29600
Bryant & Stratton College-Henrietta,NULL,357,0.437,22900
Argosy University-The Art Institute of California-Hollywood,NULL,1198,0.2037,37800
Sage College,NULL,406,0.5172,31300
Lincoln Technical Institute-Hartford,NULL,316,0.4589,29100
Ohio Media School-Valley View,NULL,164,0.3537,29500
EINE Inc,NULL,37,0.8378,PrivacySuppressed
Marian Health Careers Center-Los Angeles Campus,NULL,113,0.0531,54400
Cleveland Clinic Health System-School of Diagnostic Imaging,NULL,32,0.6563,PrivacySuppressed
National Institute of Massotherapy,NULL,36,0.6667,PrivacySuppressed
Academy for Nursing and Health Occupations,NULL,360,0.1583,35000
Shawsheen Valley School of Practical Nursing,NULL,42,0.4048,PrivacySuppressed
Shear Ego International School of Hair Design,NULL,113,0.7257,18900
Remington College-Memphis Campus,NULL,724,0.0622,26300
Fayette Institute of Technology,NULL,41,0.9756,PrivacySuppressed
Professional Beauty School,NULL,20,0.6,20800
Capella University,NULL,7828,0.4509,62800
College of Menominee Nation,NULL,300,0.2667,19500
Leech Lake Tribal College,NULL,328,0.0823,17400
Spartan College of Aeronautics & Technology,NULL,457,0.0591,42800
Stone Academy-Waterbury,NULL,205,0.1951,19500
East San Gabriel Valley Regional Occupational Program,NULL,412,0.1529,PrivacySuppressed
Yukon Beauty College Inc,NULL,19,1,PrivacySuppressed
ITT Technical Institute-Little Rock,NULL,197,0.5228,38800
ITT Technical Institute-Oxnard,NULL,261,0.2414,38800
ITT Technical Institute-Louisville,NULL,272,0.5662,38800
ITT Technical Institute-Greenville,NULL,197,0.5279,38800
ITT Technical Institute-Cordova,NULL,536,0.2071,38800
United Education Institute-Morrow,NULL,292,0.0651,NULL
Toni & Guy Hairdressing Academy-Atlanta,NULL,70,0.6714,16500
Mitchell's Hair Styling Academy-Raleigh,NULL,61,0.6393,17900
Salon Academy,NULL,85,0.7529,PrivacySuppressed
Artistic Academy of Hair Design,NULL,144,0.7569,32900
Motoring Technical Training Institute,NULL,303,0.637,29200
Phagans Newport Academy of Cosmetology Careers,NULL,22,0.8636,PrivacySuppressed
Mech-Tech College,NULL,2975,0,19200
Baldwin Beauty School-North Austin,NULL,42,0.5952,18700
ITT Technical Institute-Everett,NULL,219,0.5753,39500
Jean Madeline Aveda Institute,NULL,233,0.691,27300
ITT Technical Institute-Bessemer,NULL,483,0.3623,38800
ITT Technical Institute-Orland Park,NULL,434,0.2005,38800
Pacific College of Oriental Medicine-New York,NULL,133,0.3233,18700
Johnson & Wales University-North Miami,NULL,1743,0.2352,36600
ITT Technical Institute-Pittsburgh,NULL,145,0.6897,38800
Tricoci University of Beauty Culture-Indianapolis,NULL,103,0.5631,PrivacySuppressed
Trine University-Regional/Non-Traditional Campuses,1089,416,0.8606,41700
Pennsylvania Highlands Community College,NULL,1136,0.8662,25600
Nevada Career Institute,NULL,204,0.2304,28100
Phillips Theological Seminary,NULL,NULL,NULL,NULL
Empire Beauty School-Hanover,NULL,93,0.828,21000
Industrial Management Training Institute,NULL,122,0.6639,49800
Faris Technical Institute Inc,NULL,12,0.4167,PrivacySuppressed
Allen School-Jamaica,NULL,354,0.0254,29300
Premiere Career College,NULL,358,0.0307,33100
Tennessee Academy of Cosmetology-Stage Road,NULL,82,0.3049,18100
The University of Texas MD Anderson Cancer Center,NULL,304,0.2566,76400
Carousel Beauty College-Springfield,NULL,57,0.8596,14400
Carousel Beauty College-Kettering,NULL,51,0.8235,14400
Paul Mitchell the School-Huntsville,NULL,101,0.8614,NULL
Estes Institute of Cosmetology Arts and Science,NULL,78,0.3205,14400
Baldwin Park Adult & Community Education,NULL,427,0.0867,23500
Ventura Adult and Continuing Education,NULL,121,0.405,31000
Albert I Prince Technical High School,NULL,58,0.2241,PrivacySuppressed
